PVMonth,PVDay,PVHour,TotalkWh,AvgkWh,MaxkWh,MinkWh,ProdkWh62032213_2019,ProdkWh62032213_2020,ProdkWh62032213_2021,ProdkWh62032213_2022,ProdkWh84071567_2019,ProdkWh84071567_2020,ProdkWh84071567_2021,ProdkWh84071567_2022,ProdkWh84071569_2019,ProdkWh84071569_2020,ProdkWh84071569_2021,ProdkWh84071569_2022,ProdkWh84071570_2019,ProdkWh84071570_2020,ProdkWh84071570_2021,ProdkWh84071570_2022
1,16,10,41.61,2.6,7.59,0.59,0.8,4.19,7.59,5.79,0.59,0.98,1.27,1.66,1.1,1.38,1.38,1.38,0.6,4.35,4.8,3.75
1,16,11,77.42,4.84,11.38,0.88,1.2,8.78,11.38,8.19,0.88,2.15,6.85,2.54,4.41,1.65,4.96,3.58,1.35,7.35,10.5,1.65
1,16,12,99.34,6.21,12.98,1.2,1.2,8.19,12.98,9.58,2.15,1.66,10.96,1.96,8.55,4.14,9.1,7.72,1.95,4.2,12.15,2.85
1,16,13,116.47,7.28,13.58,1.4,1.4,5.99,13.58,10.18,2.93,2.15,12.62,3.33,10.2,5.51,10.75,9.93,3.3,3.75,12.3,8.55
1,16,14,128.15,8.01,13.18,2.25,2.6,4.39,13.18,11.78,2.25,2.74,12.72,9.2,9.93,9.65,10.48,9.38,3.6,5.4,11.7,9.15
1,16,15,103.0,6.44,11.58,1.5,2.6,4.39,11.58,9.98,1.76,1.96,9.49,8.12,8.55,8.55,9.1,7.72,1.5,1.65,9.45,6.6
1,16,16,60.99,3.81,8.58,0.49,1.0,2.8,8.58,7.39,0.68,0.49,1.37,2.45,5.79,5.24,6.34,5.51,1.05,0.6,6.6,5.1
1,16,17,19.18,1.2,2.7,0.0,0.2,0.0,2.0,1.6,0.88,0.1,0.59,1.27,2.48,1.93,1.65,1.38,0.45,0.15,2.7,1.8
1,16,18,2.14,0.13,0.3,0.0,0.0,0.0,0.2,0.0,0.1,0.1,0.1,0.2,0.0,0.28,0.28,0.28,0.0,0.0,0.3,0.3
1,17,9,10.3,0.64,1.4,0.28,0.8,0.4,1.4,1.2,0.49,0.49,0.29,0.29,0.55,0.83,0.28,0.28,0.9,0.75,0.75,0.6
1,17,10,49.81,3.11,7.59,0.83,6.79,2.0,7.59,7.59,1.47,1.47,1.37,1.27,1.1,1.65,1.38,0.83,4.65,1.65,4.65,4.35
1,17,11,113.95,7.12,11.18,3.6,9.78,5.59,10.98,11.18,5.38,5.77,7.04,6.36,4.69,3.86,4.96,3.86,10.35,3.6,10.5,10.05
1,17,12,149.87,9.37,12.98,4.96,7.39,5.59,12.58,12.98,7.14,7.63,10.96,10.47,4.96,6.62,9.38,8.27,11.85,10.35,12.15,11.55
1,17,13,167.76,10.49,13.98,5.51,10.38,9.78,13.38,13.98,8.8,8.71,12.33,12.42,5.51,6.07,10.75,10.2,11.1,10.8,11.55,12.0
1,17,14,168.58,10.54,14.57,4.96,14.57,7.59,12.98,13.58,12.82,7.92,12.62,12.52,4.96,7.44,10.2,9.38,9.9,9.45,11.4,11.25
1,17,15,142.43,8.9,11.78,5.99,11.78,5.99,11.18,11.78,9.98,6.65,9.59,9.49,6.07,8.27,8.55,8.0,9.15,7.65,9.15,9.15
1,17,16,83.86,5.24,8.98,1.47,7.79,5.59,8.39,8.98,1.57,2.84,1.47,1.57,4.14,5.79,5.79,5.79,6.3,5.4,6.6,5.85
1,17,17,24.63,1.54,2.7,0.68,1.4,0.8,2.2,2.2,0.68,0.98,0.68,0.78,1.1,1.65,1.93,1.38,2.7,1.35,2.55,2.25
1,17,18,3.04,0.19,0.45,0.0,0.2,0.0,0.2,0.0,0.1,0.1,0.2,0.2,0.0,0.28,0.28,0.28,0.3,0.15,0.45,0.3
1,18,8,0.2,0.01,0.2,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,18,9,9.18,0.57,1.2,0.0,0.4,0.0,1.2,1.2,0.39,0.49,0.29,0.29,0.28,0.28,0.83,0.83,0.9,0.3,0.75,0.75
1,18,10,46.5,2.91,7.79,0.6,2.0,0.6,7.59,7.79,1.47,1.86,1.47,1.27,1.1,1.65,1.1,1.65,4.65,3.15,4.65,4.5
1,18,11,102.46,6.4,11.18,0.8,2.6,0.8,10.78,11.18,6.36,4.89,6.95,6.46,4.69,1.93,4.69,3.03,9.15,8.1,10.65,10.2
1,18,12,132.11,8.26,12.98,1.0,2.2,1.0,12.38,12.98,6.16,7.43,11.05,10.66,9.1,2.48,9.65,6.07,8.85,8.4,12.0,11.7
1,18,13,141.66,8.85,13.38,1.4,2.4,1.4,13.18,13.38,4.01,10.47,12.72,12.13,9.65,1.93,10.2,7.44,7.8,10.5,12.45,12.0
1,18,14,136.98,8.56,12.98,1.93,2.0,2.8,12.98,12.78,5.97,9.0,12.91,12.33,9.93,1.93,9.93,8.27,4.5,9.3,11.4,10.95
1,18,15,117.65,7.35,11.38,1.6,1.6,5.39,11.38,10.18,2.45,9.49,10.27,9.78,9.38,4.14,8.82,7.17,2.85,5.85,9.75,9.15
1,18,16,69.63,4.35,8.58,0.8,1.4,0.8,8.58,7.39,1.37,3.13,1.66,1.57,6.62,4.96,6.34,4.96,1.05,7.05,6.6,6.15
1,18,17,23.81,1.49,3.31,0.4,0.4,0.4,2.2,2.0,0.78,0.98,0.59,0.49,3.31,1.1,1.93,1.38,0.45,2.4,2.85,2.55
1,18,18,3.37,0.21,0.3,0.0,0.0,0.2,0.2,0.2,0.1,0.1,0.2,0.2,0.28,0.28,0.28,0.28,0.15,0.3,0.3,0.3
1,19,8,0.1,0.01,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,19,9,8.49,0.53,1.4,0.0,0.0,1.2,1.2,1.4,0.1,0.29,0.0,0.29,1.1,0.28,0.28,0.55,0.15,0.75,0.15,0.75
1,19,10,37.93,2.37,7.59,0.39,0.8,7.59,3.39,7.59,0.39,1.47,0.39,1.27,1.93,1.1,0.83,0.83,0.6,4.5,0.75,4.5
1,19,11,87.88,5.49,11.18,0.8,0.8,11.18,6.39,11.18,3.52,7.04,1.37,6.65,2.21,4.41,1.65,3.58,5.25,10.35,2.25,10.05
1,19,12,113.41,7.09,13.38,1.0,1.0,13.38,5.19,13.38,2.15,11.35,1.66,10.76,2.21,9.1,3.31,8.27,4.2,11.85,3.9,11.7
1,19,13,129.7,8.11,14.57,0.6,0.6,14.57,11.38,13.98,2.74,13.01,2.35,12.42,3.86,10.2,4.69,10.2,1.8,12.15,3.75,12.0
1,19,14,129.32,8.08,14.17,0.6,0.6,14.17,11.78,13.78,2.45,13.3,2.84,12.62,6.07,10.75,3.86,9.65,1.65,11.55,3.0,11.25
1,19,15,104.24,6.52,12.18,0.6,0.6,12.18,6.59,11.78,1.76,10.76,2.64,9.98,6.07,9.1,2.76,8.27,1.05,9.45,2.1,9.15
1,19,16,58.24,3.64,9.38,0.45,1.0,9.38,3.39,9.18,0.59,1.57,0.88,1.86,1.93,6.89,1.38,5.79,0.45,6.6,1.05,6.3
1,19,17,21.28,1.33,2.85,0.39,0.4,2.4,1.6,2.4,0.59,0.39,0.59,0.68,1.65,1.93,0.55,1.65,0.6,2.85,0.45,2.55
1,19,18,2.13,0.13,0.3,0.0,0.0,0.2,0.2,0.2,0.1,0.2,0.1,0.1,0.0,0.28,0.0,0.0,0.15,0.3,0.0,0.3
1,20,9,9.81,0.61,1.4,0.0,1.4,1.4,0.0,1.4,0.68,0.29,0.39,0.29,0.28,0.28,0.0,0.55,0.75,0.3,0.9,0.9
1,20,10,46.77,2.92,7.79,0.8,7.79,7.59,0.8,7.79,1.66,1.08,0.88,1.37,1.1,0.83,0.83,1.1,3.75,3.3,2.25,4.65
1,20,11,99.15,6.2,11.58,0.6,11.38,11.58,0.6,11.38,5.48,6.85,3.72,6.65,4.96,4.96,1.93,3.86,4.5,7.2,3.75,10.35
1,20,12,138.19,8.64,13.38,1.0,10.98,13.38,1.0,13.18,6.85,8.02,4.7,10.96,9.38,8.82,6.07,8.55,7.95,10.95,5.55,11.85
1,20,13,163.61,10.23,14.97,1.6,9.58,14.97,1.6,13.78,11.45,13.3,4.11,12.52,11.03,10.2,8.27,10.2,12.0,12.75,5.7,12.15
1,20,14,153.62,9.6,14.77,0.4,4.79,14.77,0.4,13.78,10.08,13.4,3.82,12.72,11.58,11.03,7.72,9.93,11.1,11.85,5.25,11.4
1,20,15,124.03,7.75,11.98,1.6,3.59,6.59,1.6,11.98,8.61,10.96,3.62,10.76,9.93,8.0,6.07,8.27,9.3,9.75,5.55,9.45
1,20,16,75.61,4.73,8.98,1.0,4.79,8.39,1.0,8.98,2.35,1.86,1.86,1.86,8.0,3.86,4.69,6.07,6.6,6.6,2.25,6.45
1,20,17,27.35,1.71,3.58,0.0,2.8,1.6,0.0,2.8,0.59,0.59,1.57,0.49,3.58,0.55,1.38,1.65,3.15,2.85,0.9,2.85
1,20,18,3.43,0.21,0.45,0.0,0.2,0.2,0.2,0.2,0.1,0.1,0.29,0.1,0.28,0.28,0.28,0.0,0.45,0.3,0.15,0.3
1,21,8,0.53,0.03,0.28,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.0,0.15,0.0,0.0
1,21,9,10.56,0.66,1.6,0.0,1.4,1.2,0.0,1.6,0.29,0.29,0.68,0.29,0.28,0.28,0.55,0.55,0.9,0.75,0.6,0.9
1,21,10,49.93,3.12,7.99,0.2,7.99,6.79,0.2,7.99,1.47,1.47,1.76,1.37,1.1,0.83,1.93,0.83,4.8,4.65,2.25,4.5
1,21,11,109.07,6.82,11.58,0.4,11.38,9.18,0.4,11.58,7.04,7.04,3.82,6.65,5.24,4.69,3.86,4.14,10.65,10.5,2.55,10.35
1,21,12,152.17,9.51,13.58,0.6,13.18,13.58,0.6,13.58,11.45,11.25,4.7,11.15,9.38,8.27,5.51,8.27,12.3,12.15,4.95,11.85
1,21,13,154.7,9.67,14.37,0.8,13.38,9.38,0.8,14.37,13.5,12.91,2.84,12.62,11.03,7.72,6.07,10.48,12.45,12.3,2.7,12.15
1,21,14,146.78,9.17,13.79,0.8,9.18,8.98,0.8,12.78,13.79,13.11,2.35,12.82,11.03,9.1,6.34,10.2,11.7,11.55,1.65,11.4
1,21,15,127.62,7.98,11.78,0.8,11.78,7.59,0.8,10.98,11.74,11.05,1.76,10.86,9.93,8.55,3.58,8.55,9.75,9.75,1.5,9.45
1,21,16,65.26,4.08,8.98,0.6,8.98,1.4,0.6,3.39,2.15,2.64,1.17,2.05,7.44,6.89,2.21,5.79,6.75,6.45,0.9,6.45
1,21,17,25.47,1.59,3.31,0.3,2.6,0.6,0.6,1.2,0.49,0.98,0.39,0.49,3.31,1.93,1.93,1.65,3.0,3.15,0.3,2.85
1,21,18,3.54,0.22,0.45,0.0,0.4,0.0,0.0,0.4,0.2,0.2,0.1,0.2,0.28,0.0,0.28,0.28,0.3,0.45,0.0,0.45
1,22,8,0.28,0.02,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.0,0.0,0.0,0.0
1,22,9,10.66,0.67,1.6,0.2,0.4,0.2,0.2,1.6,0.68,0.68,0.68,0.29,1.1,0.28,0.55,0.55,0.6,1.05,0.9,0.9
1,22,10,37.76,2.36,7.99,0.0,1.2,1.6,0.0,7.99,1.86,2.15,2.05,1.37,1.1,0.83,1.93,0.83,3.3,3.15,3.75,4.65
1,22,11,82.64,5.16,11.78,0.2,2.2,7.19,0.2,11.78,3.13,3.82,6.36,6.85,1.93,0.83,4.96,4.14,4.8,6.75,7.35,10.35
1,22,12,107.14,6.7,13.78,0.83,1.4,8.58,3.79,13.78,4.6,4.89,9.39,11.15,2.76,0.83,6.07,8.55,6.45,4.35,8.55,12.0
1,22,13,120.6,7.54,14.57,1.2,1.2,11.78,3.59,14.57,4.21,4.01,8.8,12.82,6.07,3.31,8.82,8.27,7.8,3.9,9.15,12.3
1,22,14,101.3,6.33,14.17,0.6,0.6,6.59,1.6,14.17,3.72,2.35,7.92,13.21,5.51,1.93,6.62,9.93,4.8,3.15,7.65,11.55
1,22,15,82.36,5.15,12.18,0.4,0.4,3.79,2.4,12.18,3.82,2.54,4.5,11.25,7.44,1.65,8.27,7.17,3.3,1.2,3.0,9.45
1,22,16,49.14,3.07,9.18,0.6,0.6,1.0,2.6,9.18,2.64,1.37,2.54,2.45,1.93,1.1,6.07,5.51,2.1,1.5,2.1,6.45
1,22,17,21.2,1.32,2.99,0.39,0.8,0.4,0.8,2.99,1.27,0.39,1.37,0.59,1.93,0.83,2.48,1.65,0.9,0.45,1.5,2.85
1,22,18,1.86,0.12,0.45,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,0.1,0.28,0.0,0.0,0.28,0.0,0.0,0.15,0.45
1,23,8,0.43,0.03,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.0,0.15,0.0,0.0,0.0
1,23,9,8.1,0.51,1.8,0.0,0.2,0.2,0.0,1.8,0.39,0.1,0.39,0.59,0.55,0.28,1.1,0.55,0.3,0.15,0.75,0.75
1,23,10,30.65,1.92,7.99,0.0,0.4,1.0,0.0,7.99,2.15,0.39,1.37,1.76,1.65,1.38,1.93,1.93,2.55,0.6,1.35,4.2
1,23,11,61.65,3.85,10.98,0.6,0.6,1.8,0.8,10.98,6.26,0.78,2.15,5.77,4.41,3.31,4.41,3.58,6.0,1.2,1.2,8.4
1,23,12,93.58,5.85,12.78,0.6,0.6,9.38,1.2,12.78,7.34,1.17,2.64,9.59,9.1,5.51,6.62,8.0,4.5,3.9,1.05,10.2
1,23,13,110.69,6.92,13.58,1.05,3.39,10.38,1.2,13.58,8.8,3.23,1.96,10.86,10.2,8.0,6.89,9.1,5.85,5.4,1.05,10.8
1,23,14,97.86,6.12,13.38,0.8,4.59,2.8,0.8,13.38,5.28,3.13,2.25,10.96,6.07,9.38,9.1,7.17,7.2,4.5,1.2,10.05
1,23,15,81.53,5.1,11.38,0.4,3.39,1.0,0.4,11.38,3.91,8.9,1.66,9.39,2.76,7.44,4.41,4.69,4.2,8.4,1.35,8.25
1,23,16,46.68,2.92,8.78,0.4,2.8,0.4,0.4,8.78,2.25,2.84,0.78,3.62,2.21,4.14,1.65,3.31,2.55,4.65,0.9,5.4
1,23,17,19.7,1.23,2.99,0.0,1.4,0.2,0.0,2.99,0.88,1.08,0.39,1.57,2.21,1.1,1.1,1.38,1.8,1.05,0.45,2.1
1,23,18,2.96,0.18,0.4,0.0,0.0,0.0,0.0,0.4,0.1,0.2,0.1,0.29,0.28,0.28,0.28,0.28,0.15,0.3,0.0,0.3
1,24,9,8.53,0.53,1.8,0.1,0.2,0.4,0.2,1.8,0.1,0.2,0.68,0.49,0.55,0.28,0.83,0.55,0.15,0.15,1.05,0.9
1,24,10,37.39,2.34,7.59,0.39,1.4,6.39,1.2,7.59,0.39,0.39,2.15,1.76,1.38,0.83,1.93,1.93,1.65,1.2,3.0,4.2
1,24,11,76.33,4.77,10.98,0.68,6.39,7.99,2.99,10.98,3.23,0.68,3.42,5.97,4.41,1.1,4.41,3.31,6.15,0.9,5.55,8.85
1,24,12,110.45,6.9,12.78,0.83,12.58,6.59,4.79,12.78,5.28,1.08,6.16,10.08,8.55,0.83,6.62,3.31,11.4,1.8,7.95,10.65
1,24,13,119.09,7.44,13.18,0.55,10.98,12.78,4.99,13.18,4.99,1.76,4.99,11.64,10.75,0.55,7.44,4.14,10.65,2.25,6.75,11.25
1,24,14,123.99,7.75,13.18,1.1,10.98,11.38,5.39,13.18,2.93,1.66,7.43,11.74,10.48,1.1,6.07,9.1,12.75,2.25,7.05,10.5
1,24,15,94.34,5.9,11.38,1.1,10.38,7.19,2.0,11.38,1.86,1.47,4.79,10.27,8.82,1.1,6.07,4.41,9.6,1.2,5.25,8.55
1,24,16,57.76,3.61,8.98,0.55,8.78,2.6,1.2,8.98,1.57,1.17,2.74,3.42,5.51,0.55,3.58,2.21,6.15,1.05,2.4,5.85
1,24,17,24.77,1.55,3.59,0.28,3.59,1.2,0.4,2.99,0.78,0.88,0.98,1.08,3.31,0.28,1.38,0.55,3.3,0.75,1.05,2.25
1,24,18,3.11,0.19,0.6,0.0,0.4,0.0,0.0,0.4,0.2,0.2,0.1,0.2,0.28,0.0,0.28,0.0,0.6,0.15,0.15,0.15
1,25,9,11.27,0.7,2.0,0.0,2.0,0.4,0.0,1.8,0.29,0.2,0.49,0.49,0.55,1.1,0.55,0.55,1.05,0.15,0.6,1.05
1,25,10,44.21,2.76,8.39,0.0,8.39,1.6,0.0,7.79,1.57,0.68,1.57,1.76,0.83,2.21,2.48,1.38,5.25,1.05,3.0,4.65
1,25,11,99.27,6.2,11.78,0.6,11.78,5.39,0.6,11.38,7.53,3.13,2.25,6.36,5.24,5.79,3.86,3.86,10.5,5.85,6.0,9.75
1,25,12,141.38,8.84,13.58,0.4,13.58,12.38,0.4,12.98,11.45,9.39,2.25,10.57,9.1,7.72,4.14,8.27,12.0,9.6,6.0,11.55
1,25,13,151.52,9.47,14.77,0.8,14.77,11.78,0.8,13.58,12.82,8.32,2.45,12.03,10.2,10.75,5.24,9.93,12.3,9.3,5.4,11.85
1,25,14,147.52,9.22,14.17,0.8,14.17,7.39,0.8,13.38,13.01,8.02,1.57,12.23,10.75,6.62,8.55,9.93,11.55,11.4,6.9,11.25
1,25,15,117.27,7.33,12.38,0.6,12.38,6.39,0.6,12.18,11.93,4.21,1.76,11.25,9.38,3.03,6.89,7.72,9.75,7.8,2.7,9.3
1,25,16,69.29,4.33,9.58,0.4,9.58,1.4,0.4,9.18,3.23,3.52,1.17,3.42,7.44,1.1,4.96,4.69,6.75,4.05,1.95,6.45
1,25,17,28.57,1.79,3.86,0.2,3.79,1.2,0.2,3.39,0.59,1.08,0.49,0.88,3.86,1.38,1.38,1.93,3.0,1.8,0.75,2.85
1,25,18,4.11,0.26,0.45,0.0,0.4,0.0,0.0,0.4,0.1,0.2,0.1,0.29,0.28,0.28,0.28,0.28,0.45,0.45,0.15,0.45
1,26,8,0.15,0.01,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0
1,26,9,10.64,0.66,2.0,0.0,2.0,0.4,0.0,2.0,0.29,0.39,0.39,0.39,0.55,0.55,0.55,0.28,0.75,0.75,0.6,0.75
1,26,10,48.62,3.04,8.39,0.8,8.39,5.19,0.8,7.99,1.76,1.96,0.88,1.66,1.1,1.38,1.65,2.21,5.4,2.25,1.35,4.65
1,26,11,100.04,6.25,11.38,0.6,11.18,9.58,0.6,11.38,7.73,5.67,2.35,6.36,5.24,4.41,3.58,3.31,10.65,6.0,2.4,9.6
1,26,12,138.17,8.64,13.18,1.0,12.98,11.18,1.0,13.18,11.64,8.71,2.93,10.17,9.38,8.0,3.86,6.89,12.0,11.55,5.7,9.0
1,26,13,137.2,8.57,13.98,1.0,13.98,8.39,1.0,13.58,12.91,6.26,4.79,11.84,10.48,7.17,5.24,4.96,12.45,12.0,5.4,6.75
1,26,14,135.41,8.46,13.78,1.0,13.78,3.59,1.0,13.18,12.82,11.05,2.84,10.08,10.75,4.69,6.34,5.24,11.55,11.25,6.75,10.5
1,26,15,120.92,7.56,11.98,0.8,11.98,4.79,0.8,11.58,11.74,8.22,2.45,11.05,9.93,5.24,7.17,7.17,9.75,5.55,4.35,9.15
1,26,16,79.68,4.98,8.78,0.4,8.78,4.59,0.4,8.39,3.52,2.84,0.98,3.91,7.44,6.89,3.03,5.51,6.75,6.0,4.35,6.3
1,26,17,29.08,1.82,4.14,0.2,3.79,1.0,0.2,3.19,0.68,0.88,0.68,0.98,4.14,1.1,1.38,2.21,3.0,2.85,0.3,2.7
1,26,18,4.03,0.25,0.45,0.0,0.4,0.0,0.0,0.4,0.2,0.2,0.2,0.29,0.28,0.28,0.28,0.0,0.45,0.45,0.15,0.45
1,27,8,0.1,0.01,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,27,9,8.49,0.53,1.0,0.0,0.4,0.0,0.0,1.0,0.68,0.39,0.59,0.29,0.55,0.83,0.83,0.83,0.75,0.45,0.3,0.6
1,27,10,37.66,2.35,7.19,0.4,7.19,0.4,0.4,6.79,2.05,1.66,1.86,1.47,1.1,2.48,1.65,2.21,2.85,1.2,1.2,3.15
1,27,11,79.95,5.0,11.38,0.6,11.38,0.6,0.6,10.58,6.46,5.09,2.54,6.46,5.51,2.48,5.51,4.14,5.4,2.1,2.1,9.0
1,27,12,93.33,5.83,12.98,1.0,12.98,1.0,1.4,12.38,4.3,2.93,2.15,9.59,6.34,2.76,9.1,8.0,3.45,4.95,2.1,9.9
1,27,13,109.84,6.87,14.77,1.0,14.77,1.0,2.2,13.38,6.85,3.03,1.96,11.84,4.96,5.79,10.48,10.48,5.25,4.5,1.95,11.4
1,27,14,111.12,6.94,12.98,0.6,12.98,0.6,1.8,12.98,8.02,2.54,1.76,11.84,6.07,8.55,10.2,9.93,7.35,3.45,2.1,10.95
1,27,15,100.93,6.31,11.98,1.0,11.98,1.6,1.0,11.18,8.32,2.15,1.27,11.25,9.65,7.44,8.82,8.27,4.8,2.1,1.95,9.15
1,27,16,68.23,4.26,8.39,0.88,7.79,1.6,1.0,8.39,3.13,1.57,0.88,4.21,8.27,4.96,5.79,5.79,3.75,3.9,1.05,6.15
1,27,17,27.68,1.73,3.59,0.2,2.6,0.4,0.2,3.59,1.27,0.59,0.98,1.17,3.58,2.76,2.48,2.21,1.65,0.9,0.45,2.85
1,27,18,3.13,0.2,0.55,0.0,0.2,0.0,0.0,0.2,0.2,0.0,0.1,0.29,0.55,0.28,0.28,0.28,0.15,0.0,0.15,0.45
1,28,8,0.38,0.02,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.0,0.0,0.0
1,28,9,11.03,0.69,2.2,0.0,0.0,0.0,1.4,2.2,0.78,0.68,0.1,0.49,0.28,0.55,0.55,0.55,1.65,0.6,0.15,1.05
1,28,10,34.39,2.15,7.99,0.4,0.4,0.6,3.19,7.99,1.86,1.86,0.49,1.76,1.1,2.21,1.93,1.1,2.1,1.95,0.9,4.95
1,28,11,67.09,4.19,11.78,0.0,0.2,1.2,0.0,11.78,6.55,2.45,1.17,6.85,5.51,3.03,5.79,4.41,2.85,3.75,1.65,9.9
1,28,12,101.78,6.36,13.98,0.8,0.8,1.0,6.19,13.98,7.53,3.82,1.76,11.05,8.82,2.48,9.1,8.55,8.1,5.4,1.65,11.55
1,28,13,107.15,6.7,14.77,1.2,1.2,1.2,12.78,14.77,3.72,4.4,2.05,12.52,8.55,2.48,10.2,10.48,4.95,3.3,2.55,12.0
1,28,14,105.6,6.6,14.57,1.0,1.0,1.0,12.18,14.57,3.42,4.4,2.15,12.62,9.93,1.65,9.65,9.93,5.1,4.35,2.55,11.1
1,28,15,93.84,5.86,12.58,1.0,1.0,1.0,11.58,12.58,5.97,6.55,1.96,11.74,4.96,1.38,8.27,8.55,2.85,4.35,1.65,9.45
1,28,16,62.44,3.9,9.78,0.6,1.0,0.6,8.98,9.78,3.03,4.11,1.57,4.6,0.83,1.1,6.07,6.07,1.35,5.4,1.35,6.6
1,28,17,29.03,1.81,4.39,0.28,2.0,0.8,3.99,4.39,1.17,1.57,0.68,0.78,1.65,0.28,2.76,2.21,0.45,2.55,0.75,3.0
1,28,18,4.45,0.28,0.6,0.0,0.2,0.0,0.4,0.4,0.29,0.39,0.1,0.2,0.28,0.28,0.28,0.28,0.15,0.6,0.15,0.45
1,29,9,10.19,0.64,2.6,0.0,0.0,0.0,0.4,2.6,0.59,0.39,0.39,0.49,0.83,1.1,0.0,0.55,0.75,0.9,0.3,0.9
1,29,10,33.34,2.08,8.39,0.2,0.2,0.4,0.6,8.39,2.35,1.37,1.08,1.86,1.93,1.93,1.1,1.93,1.8,2.25,1.2,4.95
1,29,11,62.03,3.88,11.98,0.6,2.0,0.6,1.8,11.98,2.74,1.96,1.47,6.55,3.03,2.48,1.38,4.14,8.4,3.15,1.05,9.3
1,29,12,78.62,4.91,13.58,1.0,1.0,1.0,2.0,13.58,5.77,2.45,1.57,10.08,6.34,2.48,1.38,7.72,6.75,3.9,1.35,11.25
1,29,13,86.98,5.44,14.57,1.0,1.6,1.0,2.6,14.57,5.09,2.45,1.57,11.84,6.34,3.31,1.93,9.93,6.9,4.65,1.5,11.7
1,29,14,84.56,5.29,14.17,0.8,1.2,0.8,3.79,14.17,2.35,1.96,1.86,11.64,8.0,3.86,1.93,10.2,5.25,4.95,1.65,10.95
1,29,15,75.8,4.74,12.58,0.8,0.8,1.4,2.0,12.58,3.72,1.86,1.76,10.37,8.27,5.51,1.38,8.0,3.9,3.9,1.65,8.7
1,29,16,47.51,2.97,8.39,0.4,0.4,0.8,1.0,8.39,1.96,2.45,1.47,4.5,2.76,5.79,0.83,4.41,2.7,3.75,0.9,5.4
1,29,17,18.33,1.15,3.03,0.0,0.6,0.6,0.4,0.0,1.08,0.98,0.59,1.47,1.65,3.03,0.55,1.38,0.9,2.1,0.3,2.7
1,29,18,3.37,0.21,0.6,0.0,0.2,0.0,0.0,0.0,0.2,0.29,0.1,0.39,0.28,0.28,0.0,0.28,0.3,0.6,0.0,0.45
1,30,8,0.38,0.02,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.28,0.0,0.0,0.0,0.0,0.0,0.0
1,30,9,10.72,0.67,2.0,0.15,0.2,0.2,1.2,2.0,0.49,0.2,0.59,0.68,0.55,0.28,1.38,0.55,0.45,0.15,0.9,0.9
1,30,10,39.23,2.45,6.59,0.68,1.4,1.2,4.39,6.59,0.78,0.68,2.25,1.76,1.93,1.93,2.76,2.76,1.2,0.9,4.5,4.2
1,30,11,65.16,4.07,9.58,1.05,1.6,2.8,7.39,9.58,1.17,1.66,4.11,4.79,2.76,3.58,5.51,3.86,1.05,1.95,7.95,5.4
1,30,12,81.3,5.08,11.18,1.2,1.2,2.6,7.59,11.18,1.66,2.54,7.24,4.3,2.21,6.07,8.82,7.44,1.65,3.75,10.05,3.0
1,30,13,94.56,5.91,11.98,1.2,1.2,2.2,2.99,11.98,2.74,1.76,9.49,5.28,3.03,8.0,11.31,9.38,2.4,6.0,10.2,6.6
1,30,14,103.78,6.49,11.45,1.6,1.6,1.6,3.99,11.38,3.23,2.74,11.45,11.35,3.31,9.93,9.93,8.82,2.7,4.05,7.8,9.9
1,30,15,90.65,5.67,10.38,1.0,1.2,1.0,2.6,10.38,3.13,3.03,9.59,9.1,2.21,9.65,8.82,7.44,2.4,2.4,9.45,8.25
1,30,16,56.26,3.52,7.79,0.4,0.8,0.4,1.4,7.79,2.25,1.96,4.6,4.89,1.38,4.96,6.62,4.96,2.1,1.8,4.95,5.4
1,30,17,26.18,1.64,3.59,0.0,0.2,0.0,0.8,3.59,1.66,1.66,1.66,1.66,0.83,3.31,3.03,1.93,0.9,1.05,1.5,2.4
1,30,18,4.28,0.27,0.6,0.0,0.0,0.0,0.0,0.2,0.29,0.2,0.2,0.39,0.0,0.55,0.55,0.55,0.3,0.0,0.6,0.45
1,31,9,10.84,0.68,2.2,0.0,0.0,0.4,0.0,2.2,0.68,0.78,0.39,0.68,0.83,0.83,0.55,1.1,0.45,0.3,0.45,1.2
